code,description,name,prerequisites
MUS 177,"Continuation of MUS 160A or VIS 160A. Completion and presentation of independent projects along with documentation. Two production-course limitation. Renumbered from ICAM 160B. Students may receive credit for only one of the following: MUS 160B, VIS 160B, ICAM 160B. ",Music Programming,"['MUS 160A', 'VIS 160A']"
MUS 192,"(Formerly MUS 160A.) An introduction to
				  the acoustics of music with particular emphasis on contemporary digital
				  techniques for understanding and manipulating sound. ",Senior Seminar in Music,['MUS 1A']
MUS 195,"(Formerly MUS 160C.) A practical introduction to computer techniques for desktop audio editing, MIDI control, and real-time music algorithms using the MAX programming environment. Recommended preparation: completion of MUS 170.  ** Consent of instructor to enroll possible  **",Instructional Assistance,[]
MUS 198,"(Formerly MUS 161.) Computer synthesis techniques
				  including wavetable and additive synthesis, waveshaping, and sampling.
				  Transformation of musical sounds using filters, modulation, and delay effects.
				  Fourier analysis of sounds.  ** Consent of instructor to enroll possible  **",Directed Group Study,"['MUS 171', 'MUS 160C']"
MUS 199,"(Formerly MUS 162.) Creative music production using digital audio workstations (DAWs), emphasizing hands-on composition projects including tempo warping, beat and tonality matching, virtual drum kits, chord progressions, sound processing and effects, arrangement, and remixing in the context of both popular and experimental genres. Existing works are analyzed and dissected for aesthetic value and production technique.  ** Consent of instructor to enroll possible  **",Independent Study,[]
CSE 3,Introduces the concepts and skills necessary to effectively use information technology. Includes basic concepts and some practical skills with computer and networks. ,Fluency in Information Technology,[]
CSE 4GS,"Exploration of topics in mathematics and engineering
				  as they relate to classical architecture in Rome, Italy. In
				  depth geometrical
				  analysis and computer modeling of basic structures (arches,
				  vaults, domes),
				  and on-site studies of the Colosseum, Pantheon, Roman Forum,
				  and St. Peter’s Basilica. ",Mathematical Beauty in Rome,"['MATH 10A', 'MATH 20A']"
CSE 6GS,"Companion course to CSE 4GS where theory is applied and lab experiments
				  are carried out “in the field” in Rome, Italy. For final projects,
				  students will select a complex structure (e.g., the Colosseum, the
				  Pantheon, St. Peter’s, etc.) to analyze and model, in detail, using computer-based
				  tools. ",Mathematical Beauty in Rome Lab,"['MATH 10A', 'MATH 20A']"
CSE 5A,"Introduction to algorithms and top-down problem solving. Introduction to the C language, including functions, arrays, and standard libraries. Basic skills for using a PC graphical user interface operating system environment. File maintenance utilities are covered. A student may not receive credit for CSE 5A after receiving credit for CSE 11 or CSE 8B. Recommended preparation: A familiarity with high school-level algebra is expected, but this course assumes no prior programming knowledge. ",Introduction to Programming I,[]
CSE 8A,"Introductory course for students interested in computer science. Fundamental concepts of applied computer science using media computation. Exercises in the theory and practice of computer science. Hands-on experience with designing, editing, compiling, and executing programming constructs and applications. CSE 8A is part of a two-course sequence (CSE 8A and CSE 8B) that is equivalent to CSE 11. Students should take CSE 8B to complete this track. Formerly offered as corequisite courses CSE 8A plus 8AL. Students who have taken CSE 8B or CSE 11 may not take CSE 8A. Recommended preparation: No prior programming experience is assumed, but comfort using computers is helpful. Students should consult the “CSE Course Placement Advice” web page for assistance in choosing which CSE course to take first.  ** Exam placement options to enroll possible ** ",Introduction to Computer Science: Java I,[]
CSE 8B,Continuation of the Java language. Continuation of programming techniques. More on inheritance. Exception handling. CSE 8B is part of a two-course sequence (CSE 8A and CSE 8B) that is equivalent to CSE 11. Students should consult the “CSE Course Placement Advice” web page for assistance in choosing which CSE course to take first. Students may not receive credit for CSE 8B and CSE 11.  ** Exam placement options to enroll possible ** ,Introduction to Computer Science: Java II,['CSE 8A']
CSE 11,"An accelerated introduction to computer science and programming using the Java language. Basic UNIX. Modularity and abstraction. Documentation, testing and verification techniques. Basic object-oriented programming, including inheritance and dynamic binding. Exception handling. Event-driven programming. Experience with AWT library or another similar library. Students who have completed CSE 8B may not take CSE 11. Students should consult the “CSE Course Placement Advice” web page for assistance in choosing which CSE course to take first. Recommended preparation: high school algebra and familiarity with computing concepts and a course in a compiled language.  ** Exam placement options to enroll possible ** ",Introduction to Computer Science and Object-Oriented Programming: Java,[]
CSE 12,"Use and implementation of basic data structures including linked lists, stacks, and queues. Use of advanced structures such as binary trees and hash tables. Object-oriented design including interfaces, polymorphism, encapsulation, abstract data types, pre-/post-conditions. Recursion. Uses Java and Java Collections. ","Basic Data
		  Structures and Object-Oriented Design","['CSE 8B', 'CSE 11', 'CSE 15L']"
CSE 15L,"Hands-on exploration of software development
				  tools and techniques. Investigation of the scientific process
				  as applied to software development and debugging. Emphasis is on weekly
				  hands-on laboratory experiences, development of laboratory notebooking
				  techniques as applied to software design. ",Software Tools and Techniques Laboratory,"['CSE 8B', 'CSE 11', 'CSE 12']"
